NAME,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,Latitude,Longitude
HERBS THAI BISTRO,Manhattan,251,EAST   45 STREET,10017,Thai,40.75221345,-73.97190523
WIMPY'S RESTAURANT,Manhattan,2334,2 AVENUE,10035,American,40.79926616,-73.93610262
WHISKEY REBEL,Manhattan,129,LEXINGTON AVENUE,10016,American,40.74301781,-73.98216894
SEAMORE'S,Manhattan,161,8 AVENUE,10011,American,40.74233849,-74.00064958
LAS AMERICAS BAKERY,Queens,Apr-93,37 AVENUE,11372,Bakery,40.75082464,-73.87391903
Grand Slam,Queens,13101,FOWLER AVE,11355,Chinese,40.75182363,-73.83299872
THE BLUEBELL CAFE,Manhattan,293,3 AVENUE,10010,American,40.73854676,-73.9833357
TOOKER ALLEY,Brooklyn,793,WASHINGTON AVENUE,11238,American,40.67288978,-73.96280374
GREGORY'S COFFEE,Manhattan,350,HUDSON STREET,10014,Café/Coffee/Tea,40.72754124,-74.00727364
SBARRO,Brooklyn,2509,FLATBUSH AVENUE,11234,Pizza/Italian,40.6091737,-73.92178549
YOGURT CITY,Staten Island,2510,HYLAN BOULEVARD,10306,"Ice Cream, Gelato, Yogurt, Ices",40.5702512,-74.10995532
HIBERNIA,Manhattan,401,WEST   50 STREET,10019,Irish,40.76366479,-73.98936879
CATFISH,Brooklyn,1433,BEDFORD AVENUE,11216,Cajun,40.67412989,-73.95380843
BLACK NILE SEAFOOD & SOUL FOOD,Brooklyn,592,NOSTRAND AVENUE,11216,Soul Food,40.67819867,-73.94972083
LA BROCHETTE STEAKHOUSE.,Manhattan,340,LEXINGTON AVENUE,10016,Jewish/Kosher,40.74979101,-73.97725865
SCREAMER'S PIZZERIA,Brooklyn,620,MANHATTAN AVENUE,11222,Vegetarian,40.72342739,-73.95058129
PRONTO PIZZA,Brooklyn,2928,AVENUE R,11229,Pizza/Italian,40.60739391,-73.94305767
MI ARMADILLO GRANDE,Staten Island,1569,CASTLETON AVENUE,10302,Mexican,40.6360414,-74.13525266
IGUANA RESTAURANT,Manhattan,240,WEST   54 STREET,10019,Mexican,40.76422394,-73.98296465
STUMPY'S SPOT,Brooklyn,777,SARATOGA AVENUE,11212,Caribbean,40.66183617,-73.91553477
MALAKANKA CAFE,Brooklyn,127,DITMAS AVENUE,11218,Café/Coffee/Tea,40.63559482,-73.9776436
EMPELLON AL PASTOR,Manhattan,132,SAINT MARKS PLACE,10009,Tex-Mex,40.72718907,-73.98437042
BIG WONG RESTAURANT,Manhattan,67,MOTT STREET,10013,Chinese,40.71611773,-73.99819994
BURGER KING,Bronx,3500,BOSTON POST ROAD,10469,Hamburgers,40.87706574,-73.84622526
BUTTER BEANS (UNICEF),Manhattan,322,EAST   44 STREET,10017,American,40.7508023,-73.97055959
RECUERDOS MEXICANOS,Staten Island,232,PORT RICHMOND AVENUE,10302,Mexican,40.63578377,-74.13493507
TASTE GOOD RESTAURANT,Manhattan,18,WEST   25 STREET,10010,Chinese,40.74332616,-73.9898845
AKARU SUSHI,Brooklyn,201,WYCKOFF AVENUE,11237,Japanese,40.70239893,-73.91615761
CHIDORI JAPANESE CUISINE,Queens,9709,64TH AVE,11374,Japanese,40.72980569,-73.86011114
TAPROOM NO. 307,Manhattan,307,3 AVENUE,10010,American,40.73907645,-73.98295306
SHANGHAI ZHEN GONG FU RESTAURANT,Queens,8616,QUEENS BLVD,11373,Chinese,40.73636042,-73.87708224
ROWLAND'S BAR AND GRILL/CHEF STREET,Manhattan,151,WEST   34 STREET,10001,American,40.75050916,-73.98947917
MOE'S DOUGH'S,Brooklyn,126,NASSAU AVENUE,11222,Bakery,40.7244997,-73.94853848
TABATA 2 JAPANESE NOODLE RESTAURANT,Manhattan,557,8 AVENUE,10018,Japanese,40.75450572,-73.99178496
SAN GERMAN CUCHIFRITO,Bronx,1020,TIFFANY STREET,10459,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.82427612,-73.89485526
KAILASH PARBAT,Manhattan,99,LEXINGTON AVENUE,10016,Jewish/Kosher,40.74210665,-73.98283319
Nathan's,Bronx,4156B,WHITE PLAINS ROAD,10466,Other,40.89228938,-73.85797388
TAQUERIA EL PUENTE,Brooklyn,9300,5 AVENUE,11209,Mexican,40.6167226,-74.03031395
BENNIE'S THAI CAFE,Manhattan,88,FULTON STREET,10038,Thai,40.70929135,-74.00594428
CROWN GRILL AND SALAD,Brooklyn,802,GRAND STREET,11211,Chicken,40.71188127,-73.9413088
DYCKMAN EXPRESS RESTAURANT,Manhattan,101,DYCKMAN STREET,10040,Spanish,40.8617708,-73.92484585
BURGER KING,Brooklyn,5212,5 AVENUE,11220,Hamburgers,40.64385272,-74.01162821
ANDREW'S COFFEE SHOP,Brooklyn,901,CHURCH AVENUE,11218,American,40.6464132,-73.97076799
MILANO'S BAR,Manhattan,51,EAST HOUSTON STREET,10012,"Bottled beverages, including water, sodas, juices, etc.",40.72476912,-73.99444037
BEST DELI,Brooklyn,4106,2 AVENUE,11232,American,40.65402485,-74.01180659
ESS-A-BAGEL,Manhattan,831,THIRD AVENUE,10022,Bagels/Pretzels,40.75621495,-73.97046695
AL-MEHRAN RESTAURANT,Queens,87-46,PARSONS BOULEVARD,11432,Indian,40.70819747,-73.80309893
EL DORADO RESTAURANT,Staten Island,2236,HYLAN BOULEVARD,10306,Spanish,40.57605091,-74.10412252
FRANKIE'S TAVERN,Bronx,5670,MOSHOLU AVENUE,10471,American,40.90528981,-73.90130709
COUNTRY DONUTS,Staten Island,3235,RICHMOND AVENUE,10312,Donuts,40.56036821,-74.16975986
DANNEE,Brooklyn,433,DEKALB AVENUE,11205,Thai,40.69036213,-73.96015802
DOLCE VITA,Brooklyn,5811,AVENUE N,11234,Italian,40.61944001,-73.9189962
GINZA,Manhattan,800,LEXINGTON AVENUE,10065,Japanese,40.76396244,-73.96692938
PAULETTE & DANNY JAMAICAN REST.,Bronx,2119,GRAND CONCOURSE,10453,Caribbean,40.85448276,-73.90195392
BURGER KING,Brooklyn,5212,5 AVENUE,11220,Hamburgers,40.64385272,-74.01162821
GOOD HEALTH CAFE,Manhattan,1435,1 AVENUE,10021,Soups & Sandwiches,40.7695713,-73.95471675
THE COFFEE BREAK COMPANY,Bronx,3217,PHILIP AVENUE,10465,Café/Coffee/Tea,40.83081072,-73.81759013
BOISHAKHI,Queens,2914,36TH AVE,11106,Bangladeshi,40.75722464,-73.93115468
MISH MASH GOURMET,Brooklyn,1103,KINGS HIGHWAY,11229,American,40.60739618,-73.96173113
FALGUNI FAMILY RESTAURANT,Brooklyn,1326,NEWKIRK AVENUE,11230,Bangladeshi,40.63480933,-73.96478864
EL NOPAL RESTAURANT & JUICE BAR,Brooklyn,631,5 AVENUE,11215,Spanish,40.6632476,-73.99142498
GEORGES RESTAURANT,Brooklyn,11,GRAHAM AVENUE,11206,Spanish,40.70150104,-73.9422665
AMY'S BREAD,Brooklyn,72,CLARK STREET,11201,Café/Coffee/Tea,40.69757389,-73.99349419
OSTERIA LAGUNA,Manhattan,209,EAST   42 STREET,10017,Italian,40.75056433,-73.97395957
CONEY ISLAND TASTE,Brooklyn,2580,CONEY ISLAND AVENUE,11223,Peruvian,40.59392448,-73.96087111
DANIELA TRATTORIA,Manhattan,728,8 AVENUE,10036,Italian,40.75931973,-73.9882577
JACK DOYLES PUB & RESTAURANT,Manhattan,240,WEST   35 STREET,10001,Irish,40.75216441,-73.9913774
TASTE KOREA 232,Brooklyn,232,TAAFFE PLACE,11205,Korean,40.69167671,-73.95968484
EUROPEAN COFFEE BAKERY,Queens,6908,FRESH POND RD,11385,Bakery,40.70302412,-73.89536823
FLIPPERS,Manhattan,337,WEST BROADWAY,10013,Other,40.72255691,-74.00360408
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,1862,NOSTRAND AVENUE,11226,Caribbean,40.64033388,-73.94845951
RISTORANTE LUNA,Manhattan,115,MULBERRY STREET,10013,Italian,40.71767676,-73.99823597
CUT BY WOLFGANG PUCK,Manhattan,99,CHURCH STREET,10007,Steak,40.71294166,-74.00947962
CAJUN SEA,Manhattan,32,WEST   33 STREET,10001,Seafood,40.74832676,-73.98640818
WALTER'S COTTAGE,Manhattan,500,WEST   43 STREET,10036,American,40.76033304,-73.99509437
INTERNATIONAL HOUSE DINING,Manhattan,500,RIVERSIDE DRIVE,10027,American,40.81454958,-73.96247498
KIM'S ISLAND CHINESE RESTAURANT,Staten Island,175,MAIN STREET,10307,Chinese,40.51062322,-74.24837218
VIXENS,Queens,6007,METROPOLITAN AVENUE,11385,American,40.71286991,-73.90517862
TIRAMISU RESTAURANT,Manhattan,1410,3 AVENUE,10028,Italian,40.77510275,-73.95670238
BLUE BAY RESTAURANT,Bronx,3533,JOHNSON AVENUE,10463,American,40.88602891,-73.90987095
BEANS AND LEAVES,Staten Island,422,FOREST AVENUE,10301,Café/Coffee/Tea,40.63081829,-74.10344092
LOS HERMANOS SALAZAR RESTAURANT,Bronx,645,COURTLANDT AVENUE,10451,Mexican,40.81888818,-73.91849236
BOMBAY KITCHEN INDIAN CUISINE,Brooklyn,733,KNICKERBOCKER AVENUE,11221,Indian,40.69389621,-73.90970976
TOP OF THE HILL CUISINE,Bronx,3601,BARNES AVENUE,10467,Caribbean,40.87855101,-73.86163761
U N RESTAURANT,Manhattan,348,EAST   49 STREET,10017,Chinese,40.75373846,-73.96781877
POTENTIAL VEGETAL (PV HERBS & VITAMINS) INC,Brooklyn,730,FLATBUSH AVENUE,11226,"Juice, Smoothies, Fruit Salads",40.65526728,-73.95979703
MEDINA FRIED CHICKEN & INDIAN CUISINE,Queens,7617,101 AVENUE,11416,American,40.67993724,-73.86122565
LE BAOBAB-GOUYGUI RESTAURANT,Manhattan,120,WEST  116 STREET,10026,African,40.80242431,-73.95067412
MOSS CAFE,Bronx,3260,JOHNSON AVENUE,10463,Jewish/Kosher,40.88529075,-73.91009618
XING LONG CHINESE RESTUARANT,Bronx,553,EAST  169 STREET,10456,Chinese,40.83243335,-73.90409331
BZ GRILL,Queens,2月27日,ASTORIA BOULEVARD,11102,Greek,40.77081283,-73.9209234
SUSHI SUKI,Manhattan,1577,YORK AVENUE,10028,Japanese,40.77436641,-73.94827234
GLORIA JEAN'S COFFEES,Queens,90-15,QUEENS BOULEVARD,11373,Café/Coffee/Tea,40.73384018,-73.87157703
CITY VIEW DINER,Bronx,901,SHERIDAN AVENUE,10451,American,40.8270362,-73.92080213
KINGSBRIDGE DONUT SHOP,Bronx,249,WEST  231 STREET,10463,American,40.87975174,-73.90645491
STARBUCKS,Manhattan,48,WEST   73 STREET,10023,Café/Coffee/Tea,40.77772994,-73.9774621
NEW TACO EXPRESS,Manhattan,130,EAST   28 STREET,10016,Tex-Mex,40.74272969,-73.98269229
D'ANGELO'S PIZZA,Queens,118-07,QUEENS BOULEVARD,11375,Pizza/Italian,40.71500943,-73.83207407
DUNKIN',Queens,21911,HILLSIDE AVENUE,11427,Donuts,40.72955552,-73.74505739
FRESH WHITE SWAN BAKERY,Manhattan,88,EAST BROADWAY,10002,Bakery,40.71373788,-73.9940914
TAQUERIA ST MARKS PL,Manhattan,79,SAINT MARKS PLACE,10003,Mexican,40.72780683,-73.98579182
TIKKA INDIAN GRILL,Queens,119-30,METROPOLITAN AVENUE,11415,Indian,40.70603033,-73.83142952
FISH & BEEF,Brooklyn,5210,7 AVENUE,11220,Chinese,40.64120162,-74.00721735
PELICANA CHICKEN,Brooklyn,941,MANHATTAN AVENUE,11222,Korean,40.73141079,-73.95447217
SCHNITZEL HAUS,Brooklyn,7319,5 AVENUE,11209,German,40.63079425,-74.02208818
DELICIAS PUEBLA,Queens,8904,ROOSEVELT AVE,11372,Mexican,40.74828968,-73.87755459
THOMAS PIZZA,Queens,8308,37 AVENUE,11372,Pizza/Italian,40.74984908,-73.88318563
TWO TABLESPOONS,Manhattan,230,PARK AVENUE,10169,Vegetarian,40.75450075,-73.97595043
JUNIOR'S BLUE MARBLE & MORE,Brooklyn,620,ATLANTIC AVENUE,11217,Bakery,40.6834469,-73.97569131
SOTTO 13,Manhattan,140,WEST   13 STREET,10011,Italian,40.73717558,-73.99858548
DJERDAN,Brooklyn,2283,65 STREET,11204,Mediterranean,40.61260758,-73.97937655
LEANLY CHINESE FOOD,Brooklyn,1627,MERMAID AVENUE,11224,Chinese,40.57670651,-73.98406739
SUBWAY,Manhattan,1256,LEXINGTON AVENUE,10028,Sandwiches,40.77856921,-73.95627044
SONY HUB/COFFEE BAR,Manhattan,25,MADISON AVENUE,10010,American,40.74203859,-73.98711679
NAPOLEON'S SOUTHERN CUISINE & BAKERY,Brooklyn,1180,BEDFORD AVENUE,11216,Soul Food,40.68378334,-73.95400724
THE GREEK KITCHEN | CLINTON BAKERY CAFE,Manhattan,889,10 AVENUE,10019,Greek,40.76968941,-73.98814756
SOPHIE'S CUBAN CUISINE,Brooklyn,27,SMITH STREET,11201,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.69076913,-73.9877109
THE SHAKESPEARE,Manhattan,24,EAST   39 STREET,10016,Eastern European,40.75062868,-73.98006272
JACKSON'S,Queens,Oct-37,JACKSON AVENUE,11101,American,40.74230146,-73.95310419
GUAROS,Queens,8211,NORTHERN BLVD,11372,Other,40.7555794,-73.88516076
O' LA BLANCA,Queens,4月28日,STEINWAY STREET,11103,Eastern European,40.76523592,-73.91390497
GIOVANNI'S PIZZA & MEXICAN RESTAURANT,Queens,45-59,47 STREET,11377,Mexican,40.74224051,-73.91791526
COFFEE TREE LOUNGE,Queens,16405,DEPOT RD,11358,Korean,40.76188557,-73.80172309
"DUNKIN', BASKIN ROBBINS",Bronx,46,EAST  167 STREET,10452,Donuts,40.83556964,-73.92086782
JKJ 41,Queens,14908,41ST AVE,11355,Chinese,40.7621501,-73.81551191
TONY'S DI NAPOLI,Manhattan,147,WEST   43 STREET,10036,Italian,40.75601463,-73.9848076
QUISQUEYA RESTAURANT,Queens,Jan-97,ROOSEVELT AVENUE,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.74928128,-73.86831697
LA PERLA DEL ULUA RESTAURANT,Brooklyn,354,MELROSE STREET,11237,Spanish,40.70368331,-73.9280255
MANHATTAN BEACH CATERING,Brooklyn,60,WEST END AVENUE,11235,Jewish/Kosher,40.5803872,-73.95356752
ANKA GRILL,Manhattan,642,LEXINGTON AVENUE,10022,Turkish,40.7592369,-73.97036815
PLAZA TULCINGO RESTAURANT,Bronx,10,EAST CLARKE PLACE,10452,Mexican,40.83817826,-73.9185373
LA ROLA RESTAURANT,Bronx,400,EAST  198 STREET,10458,Spanish,40.86602064,-73.88602141
DUNKIN',Manhattan,680,ST NICHOLAS AVENUE,10030,Donuts,40.82331478,-73.94508707
JOYCE BAKESHOP,Brooklyn,632,VANDERBILT AVENUE,11238,French,40.6772915,-73.96900226
BBQ OLIVE CHICKEN,Manhattan,25,WEST   32 STREET,10001,Korean,40.74752803,-73.98637226
EL NUEVO AMANECER RESTAURANT,Manhattan,3666,BROADWAY,10031,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.83049888,-73.94746245
SOL SIPS BITES AND BEVS,Brooklyn,203,WILSON AVENUE,11237,Vegetarian,40.69894506,-73.92262825
SHAKING CRAB/ONLY ONE PLACE,Queens,3702,PRINCE ST,11354,Seafood,40.76075228,-73.83295098
PRESTIGE,Queens,9133,63RD DR,11374,Jewish/Kosher,40.72694255,-73.86439978
CANDELAS RESTAURANT,Brooklyn,4413,4 AVENUE,11220,Spanish,40.64968011,-74.00921473
MJ'S PIZZERIA,Queens,21532,HILLSIDE AVE,11427,Pizza/Italian,40.72725873,-73.74905661
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,135,GUNHILL ROAD,10467,Caribbean,40.88126026,-73.8788457
DANCING CRANE CAFE (BX ZOO),Bronx,2300,SOUTHERN BOULEVARD,10460,American,40.85055596,-73.88245143
DESMOND'S TAVERN,Manhattan,433,PARK AVENUE SOUTH,10016,American,40.74426411,-73.98337396
JELL & CHILL,Manhattan,110,EAST    7 STREET,10009,"Ice Cream, Gelato, Yogurt, Ices",40.72650017,-73.98464118
CROWN FRIED CHICKEN,Bronx,1572,EAST  174 STREET,10472,Chicken,40.83382994,-73.87758809
MR. BING OF 28TH STREET,Manhattan,152,WEST   28 STREET,10001,Chinese,40.74665023,-73.99200247
L'ANGELETTO RESTAURANT,Manhattan,327,2 AVENUE,10003,Italian,40.7353408,-73.9827736
LAFAYETTE,Manhattan,380,LAFAYETTE STREET,10003,French,40.72748913,-73.99347682
SUBWAY,Bronx,440,EAST FORDHAM ROAD,10458,Sandwiches,40.860988,-73.89007189
THE LATE LATE,Manhattan,159,EAST HOUSTON STREET,10002,American,40.72305874,-73.98907946
456 NEW SHANGHAI RESTAURANT,Manhattan,69,MOTT STREET,10013,Chinese,40.71616714,-73.99817108
CHARLEY'S PHILLY STEAKS,Brooklyn,5100,KINGS PLAZA,11234,Sandwiches,40.60992885,-73.92228162
ANTICA RISTORANTE,Manhattan,8,STONE STREET,10004,Italian,40.70401811,-74.0126378
#1 Chinese Restaurant,Manhattan,825,WEST  181 STREET,10033,Chinese,40.85125616,-73.93951897
WORD UP CAFE,Brooklyn,652,PENNSYLVANIA AVENUE,11207,Café/Coffee/Tea,40.66122963,-73.89265508
POCO,Manhattan,33,AVENUE B,10009,Spanish,40.7225118,-73.98306554
MCDONALDS RESTAURANT,Manhattan,18,EAST   42 STREET,10017,American,40.75318409,-73.98022798
ROYALE,Manhattan,157,AVENUE C,10009,American,40.72568109,-73.97768903
JOE'S PIZZA & PASTA,Queens,5607,MARATHON PKWY,11362,Pizza/Italian,40.76018948,-73.7316125
BAR TOTO,Brooklyn,411,11 STREET,11215,Italian,40.66662295,-73.98450362
CLARA'S,Brooklyn,53,WILSON AVENUE,11237,American,40.70248985,-73.92885632
CIENEGA LAS TLAYUDAS DE OAXACA,Queens,10432,CORONA AVE,11368,Mexican,40.74393829,-73.85771394
173 WEBSTER CAFE,Bronx,1692,WEBSTER AVENUE,10457,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.84321139,-73.90344521
FIORE 227,Staten Island,227,MANSION AVENUE,10308,Italian,40.54293521,-74.14215866
NEW DOUBLE HAPPINESS,Brooklyn,2637,86 STREET,11223,Chinese,40.59603256,-73.98405916
RICHNESS  RESTAURANT,Brooklyn,1063,RUTLAND ROAD,11212,Caribbean,40.66375019,-73.92472739
EL TEXANO RESTAURANT,Bronx,2031,WESTCHESTER AVENUE,10462,Mexican,40.83367941,-73.85661062
CAFE CINQ,Manhattan,5,PENN PLZ,10001,Delicatessen,40.75185441,-73.99371625
EL NUEVO CAFE LATINO,Queens,144-11,JAMAICA AVENUE,11435,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.70218884,-73.81107288
SEAMORE'S,Brooklyn,66,WATER STREET,11201,Seafood,40.70325819,-73.99150277
PLANET WINGS,Staten Island,2211,HYLAN BOULEVARD,10306,Chicken,40.57684758,-74.10336781
SANSIMIAN JAMAICAN WEST INDIAN RESTAURANT,Brooklyn,1827,FLATBUSH AVENUE,11210,Caribbean,40.62547219,-73.93988287
EL NUEVO TENAMPA RESTAURANT,Bronx,2765,WEBSTER AVENUE,10458,Mexican,40.86574365,-73.88624967
SUBWAY,Staten Island,1145,BAY STREET,10305,Sandwiches,40.61530442,-74.06702352
UNCLE LOUIE G'S ITALIAN ICE,Staten Island,30,GIFFORDS LANE,10308,"Ice Cream, Gelato, Yogurt, Ices",40.55168314,-74.15053649
SOUL CITY RESTAURANT,Queens,11464,MERRICK BLVD,11434,Soul Food,40.69058583,-73.77841427
PIO PIO,Manhattan,210,EAST   34 STREET,10016,Peruvian,40.74552299,-73.97767875
MAIN NOODLE HOUSE,Manhattan,1011,6 AVENUE,10018,Chinese,40.75204862,-73.98615116
BAYWAY CATERING,Staten Island,300,WESTERN AVENUE,10303,American,40.63363709,-74.18263625
PARIS CAFE,Queens,0,JFK AIRPORT,11430,American,40.64831283,-73.7882815
FINE BAKERY CITY INC,Manhattan,303,GRAND STREET,10002,Bakery,40.7175063,-73.9917715
GOLDEN SANDS CAFE,Brooklyn,1924,AVENUE U,11229,Bakery,40.59927628,-73.95221836
NISH NUSH,Manhattan,41,JOHN STREET,10038,Jewish/Kosher,40.70931043,-74.00810846
HUNDRED TASTE,Queens,42-35,MAIN STREET,11355,Chinese,40.7544181,-73.82788125
MI ESTRELLA NY BAKERY,Brooklyn,268,WYCKOFF AVENUE,11237,Bakery,40.70018374,-73.91228345
THE NARROWS,Brooklyn,1037,FLUSHING AVENUE,11237,American,40.70390187,-73.93083126
TROPICAL JADE 3 ROTI EXPRESS,Queens,11803,LIBERTY AVE,11419,Caribbean,40.68604407,-73.82491785
TERESA'S GOURMET,Manhattan,51,WEST   51 STREET,10019,American,40.76004848,-73.97883619
GALANGA THAI COOKING,Manhattan,149,WEST    4 STREET,10012,Thai,40.73150765,-74.00054483
BOILERMAKER,Manhattan,72,EAST    1 STREET,10003,American,40.7233771,-73.98870059
SHIKOKU TERIYAKI,Queens,136-20,ROOSEVELT AVENUE,11354,Japanese,40.75977791,-73.82923543
HOA NOODLE AND TEA,Manhattan,401,6 AVENUE,10014,Chinese,40.7333988,-73.99972216
DJERDAN,Brooklyn,2283,65 STREET,11204,Mediterranean,40.61260758,-73.97937655
SUSHI DAMO,Manhattan,330A,WEST   58 STREET,10019,Japanese,40.7678169,-73.98340777
THE HISTORIC OLD BERMUDA INN,Staten Island,2512,ARTHUR KILL ROAD,10309,American,40.55348515,-74.21784024
BLUE & GRAY INN,Staten Island,841,CASTLETON AVENUE,10310,American,40.63473687,-74.11036463
PABELLON,Bronx,1501,WESTCHESTER AVENUE,10472,Chinese,40.82852412,-73.87996831
OLD TIMERS,Brooklyn,1157,MYRTLE AVENUE,11206,American,40.69703948,-73.93473321
ZAUO,Manhattan,152,WEST   24 STREET,10011,Japanese,40.74417731,-73.99380359
JENNIFER CAFE,Manhattan,67,1 AVENUE,10003,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.72532844,-73.98695046
ELORA'S MEXICAN AND SPANISH RESTAURANT,Brooklyn,272,PROSPECT PARK WEST,11215,Mexican,40.65834985,-73.98219886
LA MELLAS RESTAURANT,Bronx,1452,WESTCHESTER AVENUE,10472,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.82833155,-73.88219454
CARIBBEAN STARR,Manhattan,280,LENOX AVENUE,10027,Caribbean,40.80718704,-73.94589513
SILVER MOON BAKERY,Manhattan,2740,BROADWAY,10025,Bakery,40.80057499,-73.96795497
DAVELLE,Manhattan,102,SUFFOLK STREET,10002,Japanese,40.71863936,-73.98624471
LUCKY THAILAND KITCHEN,Queens,8605,JAMAICA AVENUE,11421,Thai,40.69258402,-73.85803671
RANCHO ALEGRE,Brooklyn,204,GARFIELD PLACE,11215,Mexican,40.67224847,-73.97694633
RENAISSANCE HOTEL,Manhattan,714,7 AVENUE,10036,American,40.75957452,-73.9843664
NEPALI BHANCHHA GHAR,Queens,7406,37TH RD,11372,Asian,40.74724407,-73.89132497
OLD TOWN BAR & RESTAURANT,Manhattan,45,EAST   18 STREET,10003,American,40.73759507,-73.98964721
BAGELS CONVENIENCE STORE,Brooklyn,4113,AVENUE U,11234,Sandwiches/Salads/Mixed Buffet,40.60893634,-73.92391066
BENSONHURST CAFE CORP,Brooklyn,211,KINGS HIGHWAY,11223,American,40.60555416,-73.98359591
POPEYES,Bronx,360,BAYCHESTER AVENUE,10475,Chicken,40.86814659,-73.83143638
SUITE 704,Brooklyn,704,NOSTRAND AVENUE,11216,Caribbean,40.67457297,-73.95006605
LA COLOMBIANITA BAKERY,Queens,10837,CORONA AVE,11368,Bakery,40.74249549,-73.85409744
ASIAN TOKYO JAPANESE CUISINE,Bronx,4685,MANHATTAN COLLEGE PARKWAY,10471,Japanese,40.89087194,-73.89831936
UNITED ARTISTS,Queens,3530,38 STREET,11101,American,40.75493881,-73.92337148
DANIELA TRATTORIA,Manhattan,728,8 AVENUE,10036,Italian,40.75931973,-73.9882577
BREAKROOM,Manhattan,83,BAXTER STREET,10013,Mexican,40.71671336,-73.99981242
ALBERT'S COFFEE SHOP,Bronx,405,HUNTS POINT AVENUE,10474,American,40.8097428,-73.88090181
LONG RIVER CHINESE RESTAURANT,Queens,10106,88 STREET,11416,Chinese,40.68242335,-73.85192545
KNITTING FACTORY,Brooklyn,361,METROPOLITAN AVENUE,11211,American,40.71409186,-73.95589447
SABROSURA 3,Bronx,1553,WESTCHESTER AVENUE,10472,Chinese/Cuban,40.82871107,-73.87765536
TACK'S CHINESE TAKE OUT,Staten Island,11C,HOLDEN BOULEVARD,10314,Chinese,40.60451406,-74.12118315
New Mandarin Duck Restaurant,Queens,2511,SEAGIRT AVE,11691,Chinese,40.59514316,-73.7589819
PARAISO MEXICAN RESTAURANT,Brooklyn,158,AVENUE U,11223,Mexican,40.59639668,-73.97835174
PANDA RESTAURANT,Manhattan,20,HENRY STREET,10002,Chinese,40.71283769,-73.99649384
YAKINIKU FUTAGO,Manhattan,37,WEST   17 STREET,10011,Japanese,40.73846819,-73.99352987
GREECOLOGIES CAFE,Manhattan,379,BROOME STREET,10013,Greek,40.72034463,-73.99647902
DUNKIN' DONUTS,Manhattan,75,CHRISTOPHER STREET,10014,American,40.7335552,-74.00327271
S.R. DELI GROCERY,Queens,91-14,43 AVENUE,11373,Mexican,40.74337297,-73.87424716
AMUSE BOUCHE BISTRO,Manhattan,1590,PARK AVENUE,10029,Café/Coffee/Tea,40.79848794,-73.94381821
Lin MINI CAFE,Brooklyn,4824,8 AVENUE,11220,Chinese,40.6420527,-74.00273852
CONNIE'S DELI,Bronx,240,EAST  204 STREET,10458,Mexican,40.87420946,-73.88457179
CACHAPA CACHAPA 2,Bronx,1805,WESTCHESTER AVENUE,10472,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.83195617,-73.8660821
ITAL KITCHEN,Brooklyn,1032,UNION STREET,11225,Vegetarian,40.66962718,-73.95761103
GEISHA ASIAN CUISINE & LOUNGE,Manhattan,3470,BROADWAY,10031,Asian,40.82423189,-73.95203814
FINNERTY'S,Manhattan,221,2 AVENUE,10003,American,40.73206114,-73.98516308
RESTAURANT DELICES DES SAVEURS,Bronx,624,MORRIS AVENUE,10451,African,40.81909371,-73.92197137
CAPTAIN FRIED CHICKEN,Manhattan,39,MADISON STREET,10038,Chicken,40.71188256,-73.99864734
JOLLIBEE,Manhattan,609,8 AVENUE,10018,Chicken,40.75568042,-73.99092936
TONYS PIZZERIA,Bronx,53,EAST KINGSBRIDGE ROAD,10468,Pizza/Italian,40.8669277,-73.89608554
GINO'S PIZZA,Queens,2523,PARSONS BLVD,11354,Pizza/Italian,40.77601689,-73.82442402
ASHOKA,Manhattan,1718,2 AVENUE,10128,Indian,40.77995833,-73.9502142
EL CASTILLO DEL POLLO,Queens,12808,111TH AVE,11420,Spanish,40.68277861,-73.81326616
TACO VELOZ VIP,Bronx,359,EAST  138 STREET,10454,Mexican,40.80952681,-73.92388637
MARCY & MYRTLE 2 INC.,Brooklyn,101,NORTH   10 STREET,11249,Café/Coffee/Tea,40.72068827,-73.95785261
MERZOUKA,Queens,2914,CRESCENT ST,11102,Café/Coffee/Tea,40.7690999,-73.92470534
TANOSHI TEI,Manhattan,1374,YORK AVENUE,10021,Japanese,40.76771793,-73.95309706
MI BAKERY & CAFE,Bronx,58A,WEST  183 STREET,10453,Bakery,40.85910284,-73.90607555
POP'S RESTAURANT,Queens,8522,JAMAICA AVE,11421,Spanish,40.6925191,-73.85881215
SOBOL,Queens,21267A,26TH AVE,11360,"Juice, Smoothies, Fruit Salads",40.77831452,-73.77712826
