Date,Max,Avg,Min
19-May,69,59.2,45
20-May,74,61.1,46
21-May,78,61.1,40
22-May,81,65.5,47
23-May,85,71.4,61
24-May,81,67.6,55
25-May,81,68.6,57
26-May,91,77,63
27-May,91,78.5,66
28-May,80,74.2,67
29-May,85,72.5,66
30-May,68,60.3,53
31-May,57,49.6,42
1-Jun,63,50.9,37
2-Jun,66,55.7,44
3-Jun,73,64.4,55
4-Jun,85,64.5,54
5-Jun,85,74.9,65
6-Jun,79,68.9,57
7-Jun,72,60.3,52
8-Jun,74,59.8,44
9-Jun,84,68.6,52
10-Jun,85,74.6,63
11-Jun,80,72.6,57
12-Jun,70,60.6,49
13-Jun,58,51.3,44
14-Jun,64,54.1,41
15-Jun,74,61.3,50
16-Jun,80,65.2,47
17-Jun,86,69.1,52
18-Jun,88,72.1,54
19-Jun,87,74.5,61
20-Jun,89,75.3,63
21-Jun,89,77.1,64
22-Jun,92,79,64
23-Jun,90,79.7,70
24-Jun,77,68.9,56
25-Jun,79,66.8,51
26-Jun,83,69.5,57
27-Jun,73,65.6,56
28-Jun,82,71.1,64
29-Jun,85,70.8,61
30-Jun,80,71.2,63
1-Jul,82,68.4,60
2-Jul,90,74.4,60
3-Jul,83,74.9,64
4-Jul,88,73.4,59
5-Jul,89,72.3,56
6-Jul,90,76.8,60
7-Jul,88,77.7,66
8-Jul,91,77.7,70
9-Jul,94,80.8,67
10-Jul,90,79.4,71
11-Jul,89,76.1,71
12-Jul,82,72,66
13-Jul,79,69.7,62
14-Jul,80,68.6,63
15-Jul,85,68.9,60
16-Jul,77,70.7,66
17-Jul,82,73,65
18-Jul,87,73.9,61
19-Jul,92,78.7,64
20-Jul,85,77,71
21-Jul,81,72,64
22-Jul,79,71.5,63
23-Jul,82,73.6,67
24-Jul,84,73.1,62
25-Jul,85,73.4,61
26-Jul,86,74.7,61
27-Jul,91,79.5,67
28-Jul,83,75.3,65
29-Jul,78,69.5,60
30-Jul,83,71.3,61
31-Jul,84,70.5,56
1-Aug,86,72.8,58
2-Aug,89,77.5,68
3-Aug,82,73.6,67
4-Aug,72,69.2,67
5-Aug,76,68.8,62
6-Aug,75,65,54
7-Aug,81,68,56
8-Aug,84,73.6,63
9-Aug,83,73,65
10-Aug,87,74.5,65
11-Aug,91,76.4,68
12-Aug,81,72.8,64
13-Aug,86,72.8,60
14-Aug,86,74.6,63
15-Aug,84,72.8,60
16-Aug,80,71.5,63
17-Aug,80,69.3,62
18-Aug,75,66.3,58
19-Aug,74,63.9,57
20-Aug,76,64.5,53
21-Aug,83,69.3,53
22-Aug,84,71.2,60
23-Aug,88,74.3,63
24-Aug,88,75.3,63
25-Aug,80,70.6,62
26-Aug,70,59.7,49
27-Aug,70,62.9,56
28-Aug,74,65.4,62
29-Aug,83,70.7,64
30-Aug,71,63.5,53
31-Aug,75,62.6,49
1-Sep,72,68,62
2-Sep,78,71.8,67
3-Sep,77,63.7,54
4-Sep,74,65,53
5-Sep,73,59.6,48
6-Sep,73,63.5,56
7-Sep,81,70.9,58
8-Sep,86,73.3,62
9-Sep,88,74.3,61
10-Sep,80,70.3,61
11-Sep,69,58.9,49
12-Sep,74,60.4,44
13-Sep,67,64,60
14-Sep,66,58.8,45
15-Sep,63,49.1,36
16-Sep,73,59,45
17-Sep,64,58.6,52
18-Sep,61,51.6,42
19-Sep,59,44.5,31
20-Sep,63,47.5,35
21-Sep,65,47.9,33
22-Sep,67,50.1,34
23-Sep,72,57,47
24-Sep,75,59.9,48
25-Sep,79,65.1,54
26-Sep,82,67,55
27-Sep,81,69.8,63
28-Sep,82,71.4,65
29-Sep,71,59.1,55
30-Sep,66,56.2,53
