Date,Max,Avg,Min
21-Jul-20,83,73.2,59
22-Jul-20,85,74.3,64
23-Jul-20,85,74.6,68
24-Jul-20,86,72.7,67
25-Jul-20,89,75.4,65
26-Jul-20,89,75.7,60
27-Jul-20,95,78,61
28-Jul-20,87,76.2,63
29-Jul-20,88,71,55
30-Jul-20,82,69.7,61
31-Jul-20,87,66.7,56
1-Aug-20,90,70.2,53
2-Aug-20,91,79.7,69
3-Aug-20,86,76.2,69
4-Aug-20,78,70.8,62
5-Aug-20,79,68.8,60
6-Aug-20,81,67.6,52
7-Aug-20,78,69.5,61
8-Aug-20,85,69.4,61
9-Aug-20,90,71.2,58
10-Aug-20,93,75,63
11-Aug-20,91,73.2,64
12-Aug-20,85,72.6,57
13-Aug-20,88,71.8,56
14-Aug-20,87,70.8,57
15-Aug-20,85,72.2,60
16-Aug-20,83,73.2,63
17-Aug-20,84,70.9,63
18-Aug-20,78,66,58
19-Aug-20,75,61.5,50
20-Aug-20,81,55.5,42
21-Aug-20,87,69.5,51
22-Aug-20,90,72.5,54
23-Aug-20,89,67.9,56
24-Aug-20,88,71.1,64
25-Aug-20,85,71.3,60
26-Aug-20,77,65,0
27-Aug-20,92,73.9,63
28-Aug-20,80,68.2,62
29-Aug-20,86,72.4,65
30-Aug-20,75,66,55
31-Aug-20,77,59.4,47
1-Sep-20,73,70.2,67
2-Sep-20,79,73.8,68
3-Sep-20,77,66,59
4-Sep-20,79,67.7,55
5-Sep-20,77,61,44
6-Sep-20,78,61.9,55
7-Sep-20,82,68.3,55
8-Sep-20,91,68.4,56
9-Sep-20,91,65.7,55
10-Sep-20,86,70.3,61
11-Sep-20,67,59.9,43
12-Sep-20,70,52.4,41
13-Sep-20,72,66.4,60
14-Sep-20,68,59,41
15-Sep-20,69,46.7,35
16-Sep-20,77,54,37
17-Sep-20,66,54.3,43
18-Sep-20,63,50.7,35
19-Sep-20,62,46.5,30
20-Sep-20,65,47.3,32
21-Sep-20,70,47.1,28
22-Sep-20,73,50.8,30
23-Sep-20,82,62.1,45
24-Sep-20,81,63,48
25-Sep-20,83,59,48
26-Sep-20,81,55.9,45
27-Sep-20,84,60.6,49
28-Sep-20,85,70,56
29-Sep-20,74,58.5,55
30-Sep-20,66,58,53
