Date,Max,Avg,Min
23-Jul-20,83,73.5,66
24-Jul-20,83,68.6,64
25-Jul-20,84,72.4,63
26-Jul-20,86,73.6,61
27-Jul-20,93,78.3,65
28-Jul-20,82,73.3,63
29-Jul-20,83,68.5,58
30-Jul-20,77,69.4,61
31-Jul-20,81,67.8,55
1-Aug-20,86,71.7,57
2-Aug-20,90,77.1,69
3-Aug-20,82,73.5,68
4-Aug-20,72,68.2,65
5-Aug-20,75,67.6,63
6-Aug-20,75,64.3,53
7-Aug-20,78,67.9,60
8-Aug-20,83,69.2,62
9-Aug-20,86,71.5,62
10-Aug-20,90,76,64
11-Aug-20,90,77,69
12-Aug-20,80,69.8,60
13-Aug-20,86,70.5,57
14-Aug-20,83,70.8,60
15-Aug-20,82,71.3,62
16-Aug-20,83,72.8,64
17-Aug-20,81,68.7,61
18-Aug-20,77,63.3,55
19-Aug-20,72,61.5,50
20-Aug-20,79,62.9,46
21-Aug-20,86,70.7,57
22-Aug-20,86,72.1,57
23-Aug-20,90,74.4,62
24-Aug-20,88,72.6,63
25-Aug-20,80,71.1,64
26-Aug-20,69,62.6,54
27-Aug-20,88,69.4,62
28-Aug-20,74,67.6,64
29-Aug-20,84,68.5,0
30-Aug-20,70,62.2,51
31-Aug-20,75,62.3,48
1-Sep-20,72,67.8,63
2-Sep-20,77,71.3,66
3-Sep-20,76,66.9,58
4-Sep-20,74,65.9,58
5-Sep-20,73,60,46
6-Sep-20,73,59.6,52
7-Sep-20,79,68.6,63
8-Sep-20,87,70.6,60
9-Sep-20,87,71.4,59
10-Sep-20,81,68.9,62
11-Sep-20,63,56.6,45
12-Sep-20,70,56.7,43
13-Sep-20,66,62.5,57
14-Sep-20,64,56.9,42
15-Sep-20,65,50.1,37
16-Sep-20,73,59.2,48
17-Sep-20,64,56.4,49
18-Sep-20,60,49.6,41
19-Sep-20,58,43.7,28
20-Sep-20,62,45.6,32
21-Sep-20,65,47.7,34
22-Sep-20,66,49.7,37
23-Sep-20,76,57.2,42
24-Sep-20,77,60.6,46
25-Sep-20,80,65,53
26-Sep-20,79,65.5,54
27-Sep-20,82,68.5,61
28-Sep-20,82,71.2,64
29-Sep-20,70,58.9,54
30-Sep-20,64,55.3,50
