Date,Max,Avg,Min
29-Jul,90,84.5,79
30-Jul,95,86.8,81
31-Jul,84,76.8,72
1-Aug,89,81.4,74
2-Aug,90,83.7,77
3-Aug,92,83.5,74
4-Aug,82,78.1,74
5-Aug,89,82.8,77
6-Aug,82,77.7,74
7-Aug,79,74.9,71
8-Aug,85,76.6,72
9-Aug,88,81,75
10-Aug,94,85.4,79
11-Aug,88,83.7,80
12-Aug,90,82.6,78
13-Aug,82,77.8,76
14-Aug,88,79.9,74
15-Aug,85,77.5,74
16-Aug,73,70.6,69
17-Aug,82,72.8,69
18-Aug,85,76.3,67
19-Aug,78,72.5,70
20-Aug,83,74.4,68
21-Aug,87,79.1,72
22-Aug,91,83.5,77
23-Aug,86,81.5,77
24-Aug,93,85,78
25-Aug,92,82.8,71
26-Aug,79,74.9,70
27-Aug,94,80.8,72
28-Aug,89,80,76
29-Aug,83,78,75
30-Aug,81,75.3,71
31-Aug,76,72.1,67
1-Sep,80,72.5,68
2-Sep,81,74.8,70
3-Sep,88,78.6,75
4-Sep,87,79.3,74
5-Sep,81,74.6,69
6-Sep,84,76.3,70
7-Sep,80,75.1,71
8-Sep,84,76,71
9-Sep,80,75.7,72
10-Sep,85,77.3,75
11-Sep,78,74.2,68
12-Sep,73,67.3,63
13-Sep,77,71.2,64
14-Sep,77,72.8,64
15-Sep,67,61.4,55
16-Sep,72,67,60
17-Sep,77,71.8,67
18-Sep,72,66.5,59
19-Sep,65,58.3,51
20-Sep,64,58.7,52
21-Sep,65,59.5,52
22-Sep,74,63.7,55
23-Sep,80,71.5,62
24-Sep,77,72.1,66
25-Sep,80,70.5,65
26-Sep,77,71.5,67
27-Sep,78,73.4,70
28-Sep,78,72.9,71
29-Sep,74,72.1,69
30-Sep,73,67.7,63
