Date,Max,Avg,Min
25-Jun,86,73.3,59
26-Jun,85,73.6,64
27-Jun,72,67.8,61
28-Jun,77,69.2,66
29-Jun,81,71.3,65
30-Jun,79,70,66
1-Jul,83,70.2,65
2-Jul,93,75.3,64
3-Jul,81,74.8,70
4-Jul,89,73.5,66
5-Jul,90,78,62
6-Jul,87,77.2,66
7-Jul,85,77,70
8-Jul,88,77.5,73
9-Jul,93,80.9,73
10-Jul,86,79.5,74
11-Jul,89,79.8,74
12-Jul,89,80.2,75
13-Jul,88,78.1,70
14-Jul,84,74.3,68
15-Jul,86,75.1,66
16-Jul,79,73.9,67
17-Jul,81,69.9,62
18-Jul,87,74,60
19-Jul,92,78.2,64
20-Jul,92,79.7,69
21-Jul,82,73,65
22-Jul,83,70.4,64
23-Jul,80,72.8,68
24-Jul,81,72.3,65
25-Jul,84,71.8,63
26-Jul,85,76,63
27-Jul,93,79.9,65
28-Jul,80,72.6,64
29-Jul,85,71.5,59
30-Jul,80,71.4,64
31-Jul,82,71.5,59
1-Aug,84,74.3,63
2-Aug,83,75.9,73
3-Aug,82,75.2,68
4-Aug,71,67,64
5-Aug,78,68.5,59
6-Aug,76,65.5,56
7-Aug,72,65.1,59
8-Aug,82,71.8,64
9-Aug,85,73.5,64
10-Aug,86,73.9,65
11-Aug,87,75.5,67
12-Aug,82,73.5,65
13-Aug,83,70.2,60
14-Aug,83,72,62
15-Aug,80,69.7,60
16-Aug,74,66.1,59
17-Aug,76,65.4,54
18-Aug,76,67.1,57
19-Aug,74,62.6,53
20-Aug,75,62.8,50
21-Aug,82,69.1,56
22-Aug,83,71.9,61
23-Aug,85,69.9,61
24-Aug,86,72.4,61
25-Aug,80,71.5,62
26-Aug,68,60.4,52
27-Aug,62,58.5,54
28-Aug,73,61.8,55
29-Aug,78,67.7,59
30-Aug,69,62.7,55
31-Aug,71,60,47
1-Sep,72,65.8,60
2-Sep,71,64.7,60
3-Sep,75,68.3,60
4-Sep,73,64.8,56
5-Sep,74,61.2,47
6-Sep,73,63.8,58
7-Sep,76,67.1,56
8-Sep,81,70.6,61
9-Sep,79,69.5,59
10-Sep,74,67,60
11-Sep,63,57,49
12-Sep,68,55.4,42
13-Sep,71,62.2,51
14-Sep,68,60.3,46
15-Sep,60,49.6,39
16-Sep,67,55.9,43
17-Sep,66,55.8,50
18-Sep,62,52.9,41
19-Sep,57,45.3,34
20-Sep,59,46.1,34
21-Sep,60,43.7,34
22-Sep,64,47,32
23-Sep,72,59.8,47
24-Sep,71,60.2,48
25-Sep,77,64.1,53
26-Sep,75,63.5,51
27-Sep,73,68.2,63
28-Sep,75,67.6,65
29-Sep,71,62.3,54
30-Sep,65,55.2,51
