Date,Max,Avg,Min
4-Jul-20,89,77.8,65
5-Jul-20,90,76.4,59
6-Jul-20,92,79.1,65
7-Jul-20,89,80.8,69
8-Jul-20,90,81,72
9-Jul-20,96,83.1,70
10-Jul-20,94,82.3,73
11-Jul-20,89,75.7,71
12-Jul-20,86,74.6,70
13-Jul-20,79,72.9,68
14-Jul-20,83,73,65
15-Jul-20,86,75.3,63
16-Jul-20,81,73,69
17-Jul-20,83,76.2,70
18-Jul-20,89,77.3,63
19-Jul-20,93,80.8,67
20-Jul-20,87,80.3,74
21-Jul-20,83,74.3,66
22-Jul-20,80,72.9,65
23-Jul-20,84,76.6,69
24-Jul-20,85,75.6,66
25-Jul-20,88,75.9,64
26-Jul-20,88,79.3,67
27-Jul-20,93,82.6,74
28-Jul-20,85,77.3,69
29-Jul-20,79,72.1,65
30-Jul-20,83,72.9,64
31-Jul-20,84,73.1,59
1-Aug-20,86,75.3,63
2-Aug-20,90,79.8,69
3-Aug-20,82,75.3,70
4-Aug-20,73,70.8,69
5-Aug-20,78,71.2,65
6-Aug-20,78,67.9,58
7-Aug-20,79,69.7,58
8-Aug-20,86,74.7,66
9-Aug-20,87,76.6,66
10-Aug-20,90,80.9,73
11-Aug-20,91,78.7,69
12-Aug-20,83,75.5,66
13-Aug-20,86,74,62
14-Aug-20,87,75,64
15-Aug-20,84,74.5,64
16-Aug-20,82,74,65
17-Aug-20,80,70.9,64
18-Aug-20,78,68.7,64
19-Aug-20,74,66.1,58
20-Aug-20,79,67.8,54
21-Aug-20,84,72.6,58
22-Aug-20,86,75.1,66
23-Aug-20,90,77.9,65
24-Aug-20,91,78.8,66
25-Aug-20,83,75.4,65
26-Aug-20,70,63.3,55
27-Aug-20,83,68.9,62
28-Aug-20,76,68.7,64
29-Aug-20,86,72.9,66
30-Aug-20,71,64.5,58
31-Aug-20,77,66.1,52
1-Sep-20,76,72.5,69
2-Sep-20,83,74.8,70
3-Sep-20,80,68.7,61
4-Sep-20,76,68.8,61
5-Sep-20,74,64.3,52
6-Sep-20,75,66,59
7-Sep-20,82,73.7,60
8-Sep-20,85,73.9,65
9-Sep-20,87,73.1,61
10-Sep-20,81,67.3,61
11-Sep-20,65,57.7,49
12-Sep-20,76,61.7,45
13-Sep-20,71,66.5,63
14-Sep-20,65,60,48
15-Sep-20,66,52.3,42
16-Sep-20,75,61.5,44
17-Sep-20,64,60.5,54
18-Sep-20,62,52.8,44
19-Sep-20,59,46.8,35
20-Sep-20,63,49.9,39
21-Sep-20,66,50.5,35
22-Sep-20,68,53,39
23-Sep-20,76,63.5,52
24-Sep-20,78,64.6,53
25-Sep-20,81,67,57
26-Sep-20,83,68.5,54
27-Sep-20,83,73.6,66
28-Sep-20,84,74.4,65
29-Sep-20,74,62,57
30-Sep-20,66,57.9,53
