Date,Max,Avg,Min
29-Feb-20,25,19.8,16
1-Mar-20,36,25,13
2-Mar-20,58,43.5,31
3-Mar-20,51,42.6,39
4-Mar-20,47,38,33
5-Mar-20,45,36.5,33
6-Mar-20,45,36.1,31
7-Mar-20,35,28.5,22
8-Mar-20,57,41.6,25
9-Mar-20,70,58.2,48
10-Mar-20,62,50.5,36
11-Mar-20,39,34.6,28
12-Mar-20,54,42.4,33
13-Mar-20,56,48,39
14-Mar-20,40,37.3,35
15-Mar-20,39,32.2,26
16-Mar-20,50,35.8,20
17-Mar-20,45,42,36
18-Mar-20,48,38.5,26
19-Mar-20,51,45.9,40
20-Mar-20,74,54,35
21-Mar-20,35,30,24
22-Mar-20,40,30,20
23-Mar-20,36,32.6,31
24-Mar-20,39,34.1,31
25-Mar-20,47,38,30
26-Mar-20,63,47.6,33
27-Mar-20,51,42.4,34
28-Mar-20,46,40.4,30
29-Mar-20,61,51,42
30-Mar-20,50,47,42
31-Mar-20,51,43.6,39
1-Apr-20,48,42.1,35
2-Apr-20,51,41.7,30
3-Apr-20,46,43,39
4-Apr-20,56,49.5,43
5-Apr-20,55,48.9,40
6-Apr-20,56,46.3,34
7-Apr-20,63,52.3,44
8-Apr-20,53,47.4,44
9-Apr-20,51,43.7,39
10-Apr-20,41,35.7,33
11-Apr-20,46,38.9,33
12-Apr-20,62,49.4,31
13-Apr-20,70,57.7,41
14-Apr-20,48,42.5,37
15-Apr-20,43,35.3,31
16-Apr-20,39,32.4,30
17-Apr-20,44,36.4,31
18-Apr-20,47,37.4,33
19-Apr-20,61,46.9,37
20-Apr-20,49,39.2,30
21-Apr-20,49,39,31
22-Apr-20,41,32.3,28
23-Apr-20,49,37.8,26
24-Apr-20,52,45.7,41
25-Apr-20,63,51.2,38
26-Apr-20,52,45.9,41
27-Apr-20,46,42.9,37
28-Apr-20,58,44.6,31
29-Apr-20,67,55.5,46
30-Apr-20,67,57.8,52
1-May-20,55,50.8,43
2-May-20,66,50,36
3-May-20,76,61.8,49
4-May-20,50,46.7,45
5-May-20,48,41.8,33
6-May-20,55,44.6,33
7-May-20,61,46.1,34
8-May-20,47,39.7,33
9-May-20,39,33.9,30
10-May-20,52,41.6,35
11-May-20,55,43.9,39
12-May-20,49,40.1,33
13-May-20,55,44,31
14-May-20,68,52.4,33
15-May-20,81,63.7,55
16-May-20,64,56.3,50
17-May-20,72,59,43
18-May-20,64,59.5,56
19-May-20,70,60.8,51
20-May-20,74,61.7,44
21-May-20,79,64.1,44
22-May-20,81,69.5,52
23-May-20,82,70.8,64
24-May-20,82,71.2,58
25-May-20,83,70.5,60
26-May-20,91,79,65
27-May-20,88,79,68
28-May-20,82,75.9,69
29-May-20,86,74.9,67
30-May-20,70,61.5,54
31-May-20,58,52.3,44
1-Jun-20,67,57.2,47
2-Jun-20,67,62.4,55
3-Jun-20,74,65.1,59
4-Jun-20,86,73.4,57
5-Jun-20,87,77.4,71
6-Jun-20,78,71.4,60
7-Jun-20,70,62,55
8-Jun-20,74,62.6,48
9-Jun-20,87,71.4,53
10-Jun-20,89,77.6,65
11-Jun-20,82,74.4,65
12-Jun-20,70,63,51
13-Jun-20,61,52.5,47
14-Jun-20,67,56.2,43
15-Jun-20,74,62.3,50
16-Jun-20,81,66.3,50
17-Jun-20,85,70.5,52
18-Jun-20,87,73,57
19-Jun-20,86,75.3,63
20-Jun-20,90,75.9,63
21-Jun-20,90,78.7,67
22-Jun-20,91,79.8,68
23-Jun-20,91,79,70
24-Jun-20,80,70.9,61
25-Jun-20,83,70.5,58
26-Jun-20,86,74.9,64
27-Jun-20,79,69.2,61
28-Jun-20,81,72.9,67
29-Jun-20,84,74.2,63
30-Jun-20,76,70.9,65
1-Jul-20,84,70.4,61
2-Jul-20,92,78.9,65
3-Jul-20,85,78.5,73
