Date,Max,Avg,Min
1-Aug,78,65.8,55
2-Aug,77,70,64
3-Aug,77,67.7,62
4-Aug,76,68.2,64
5-Aug,72,63,54
6-Aug,76,57.4,45
7-Aug,79,67.1,57
8-Aug,79,65.8,58
9-Aug,82,66.4,51
10-Aug,85,72.2,58
11-Aug,85,74.2,65
12-Aug,80,67.1,57
13-Aug,85,71.3,57
14-Aug,84,71,56
15-Aug,80,68.5,57
16-Aug,78,67.1,61
17-Aug,78,64.2,57
18-Aug,74,60.3,49
19-Aug,72,55.9,45
20-Aug,78,60.4,40
21-Aug,81,65.6,46
22-Aug,86,68.1,50
23-Aug,83,66.4,54
24-Aug,84,64.9,0
25-Aug,82,69.5,59
26-Aug,76,63.7,52
27-Aug,85,70.4,61
28-Aug,77,70,64
29-Aug,78,69.6,59
30-Aug,72,60.5,51
31-Aug,71,62.7,51
1-Sep,68,65.2,62
2-Sep,76,70.2,65
3-Sep,72,63.3,57
4-Sep,72,62,50
5-Sep,70,58,43
6-Sep,75,59.3,51
7-Sep,65,61.9,57
8-Sep,84,63.9,55
9-Sep,83,65,56
10-Sep,82,65.3,56
11-Sep,69,61.8,50
12-Sep,68,58.9,45
13-Sep,70,64.3,61
14-Sep,64,57.2,43
15-Sep,65,47.1,33
16-Sep,72,54.3,40
17-Sep,65,55,46
18-Sep,60,52.7,38
19-Sep,59,45.3,29
20-Sep,62,45.6,32
21-Sep,64,46.2,30
22-Sep,68,50.4,31
23-Sep,75,55.7,40
24-Sep,73,54.1,48
25-Sep,77,54,45
26-Sep,73,53.5,45
27-Sep,76,65.5,57
28-Sep,76,65.4,55
29-Sep,69,56.9,51
30-Sep,59,52.1,48
