Date,Max,Avg,Min
15-Aug-20,80,69.7,60
16-Aug-20,74,66.1,59
17-Aug-20,76,65.4,54
18-Aug-20,76,67.1,57
19-Aug-20,74,62.6,53
20-Aug-20,75,62.8,50
21-Aug-20,82,69.1,56
22-Aug-20,83,71.9,61
23-Aug-20,85,69.9,61
24-Aug-20,86,72.4,61
25-Aug-20,80,71.5,62
26-Aug-20,68,60.4,52
27-Aug-20,62,58.5,54
28-Aug-20,73,61.8,55
29-Aug-20,78,67.7,59
30-Aug-20,69,62.7,55
31-Aug-20,71,60,47
1-Sep-20,72,65.8,60
2-Sep-20,71,64.7,60
3-Sep-20,75,68.3,60
4-Sep-20,73,64.8,56
5-Sep-20,74,61.2,47
6-Sep-20,73,63.8,58
7-Sep-20,76,67.1,56
8-Sep-20,81,70.6,61
9-Sep-20,79,69.5,59
10-Sep-20,74,67,60
11-Sep-20,63,57,49
12-Sep-20,68,55.4,42
13-Sep-20,71,62.2,51
14-Sep-20,68,60.3,46
15-Sep-20,60,49.6,39
16-Sep-20,67,55.9,43
17-Sep-20,66,55.8,50
18-Sep-20,62,52.9,41
19-Sep-20,57,45.3,34
20-Sep-20,59,46.1,34
21-Sep-20,60,43.7,34
22-Sep-20,64,47,32
23-Sep-20,72,59.8,47
24-Sep-20,71,60.2,48
25-Sep-20,77,64.1,53
26-Sep-20,75,63.5,51
27-Sep-20,73,68.2,63
28-Sep-20,75,67.6,65
29-Sep-20,71,62.3,54
30-Sep-20,65,55.2,51
