Date,Max,Avg,Min
14-May-20,65,52,37
15-May-20,77,62.3,54
16-May-20,60,53.2,48
17-May-20,64,55.1,45
18-May-20,58,55.9,51
19-May-20,67,59.2,52
20-May-20,71,60.8,49
21-May-20,73,60.4,45
22-May-20,74,65.5,52
23-May-20,76,67.2,60
24-May-20,82,71.9,60
25-May-20,86,74.8,65
26-May-20,92,78.1,66
27-May-20,86,77.6,68
28-May-20,79,73.5,68
29-May-20,79,68.8,59
30-May-20,65,57.8,50
31-May-20,57,51.3,45
1-Jun-20,69,58.3,46
2-Jun-20,73,64,54
3-Jun-20,76,68,62
4-Jun-20,85,71.3,57
5-Jun-20,84,74.8,64
6-Jun-20,76,70.4,61
7-Jun-20,68,61.6,55
8-Jun-20,73,62.5,49
9-Jun-20,87,73.7,58
10-Jun-20,93,80.6,66
11-Jun-20,74,69.6,60
12-Jun-20,68,61.2,52
13-Jun-20,59,53.1,47
14-Jun-20,65,55.6,41
15-Jun-20,70,58.7,44
16-Jun-20,76,62.8,47
17-Jun-20,81,67.3,51
18-Jun-20,86,73,57
19-Jun-20,84,74.7,63
20-Jun-20,85,75.5,64
21-Jun-20,88,77.1,65
22-Jun-20,88,75.8,69
23-Jun-20,84,72.3,65
24-Jun-20,75,67.2,60
25-Jun-20,79,68.1,54
26-Jun-20,82,71.4,59
27-Jun-20,80,70.8,63
28-Jun-20,80,72.4,67
29-Jun-20,83,74.5,63
30-Jun-20,76,70.4,66
1-Jul-20,83,72.3,63
2-Jul-20,92,78.5,64
3-Jul-20,87,78.6,69
4-Jul-20,84,75.7,66
5-Jul-20,88,75.3,60
6-Jul-20,89,77.2,65
7-Jul-20,93,81,68
8-Jul-20,89,80.7,71
9-Jul-20,95,82.7,71
10-Jul-20,92,82.4,73
11-Jul-20,84,74.8,70
12-Jul-20,83,73.6,66
13-Jul-20,77,69.8,64
14-Jul-20,81,71.5,61
15-Jul-20,85,74.6,61
16-Jul-20,81,73,71
17-Jul-20,85,76,69
18-Jul-20,87,76.3,64
19-Jul-20,90,78.3,70
20-Jul-20,84,77.5,71
21-Jul-20,79,71.1,62
22-Jul-20,82,72.9,66
23-Jul-20,81,75,68
24-Jul-20,80,72.4,65
25-Jul-20,85,74,62
26-Jul-20,87,76.3,64
27-Jul-20,87,79.3,70
28-Jul-20,83,76.1,69
29-Jul-20,82,71,65
30-Jul-20,81,71.9,64
31-Jul-20,81,71,60
1-Aug-20,85,73.5,60
2-Aug-20,85,76,69
3-Aug-20,81,70.8,66
4-Aug-20,77,69.8,63
5-Aug-20,74,66.6,59
6-Aug-20,74,65,53
7-Aug-20,76,69.3,59
8-Aug-20,78,71.7,62
9-Aug-20,84,73.2,60
10-Aug-20,89,78.9,69
11-Aug-20,85,77.7,70
12-Aug-20,82,72,59
13-Aug-20,85,73,61
14-Aug-20,82,73,61
15-Aug-20,85,73.7,62
16-Aug-20,76,69.3,65
17-Aug-20,78,67.3,61
18-Aug-20,76,66.2,58
19-Aug-20,72,64.1,55
20-Aug-20,78,64.8,50
21-Aug-20,84,72.5,60
22-Aug-20,86,73.6,62
23-Aug-20,87,75.8,63
24-Aug-20,88,76.3,65
25-Aug-20,80,71.8,65
26-Aug-20,71,65.5,57
27-Aug-20,82,72.2,64
28-Aug-20,73,67.8,64
29-Aug-20,80,71.6,65
30-Aug-20,71,64,55
31-Aug-20,76,65.8,51
1-Sep-20,77,71.5,66
2-Sep-20,81,75.1,66
3-Sep-20,80,69.2,59
4-Sep-20,74,64.2,54
5-Sep-20,70,60.3,50
6-Sep-20,72,62.4,52
7-Sep-20,74,68.3,59
8-Sep-20,79,67.8,64
9-Sep-20,79,67.2,59
10-Sep-20,71,66.1,60
11-Sep-20,60,55.4,47
12-Sep-20,73,59.1,42
13-Sep-20,75,68.1,64
14-Sep-20,62,57,46
15-Sep-20,64,52.6,42
16-Sep-20,74,62.6,53
17-Sep-20,66,60.6,51
18-Sep-20,58,54.1,50
19-Sep-20,55,47,38
20-Sep-20,61,48.5,38
21-Sep-20,66,50.3,36
22-Sep-20,70,53.6,39
23-Sep-20,77,64.2,51
24-Sep-20,77,64.1,54
25-Sep-20,79,65.7,57
26-Sep-20,81,66.3,53
27-Sep-20,84,71.6,63
28-Sep-20,82,71.3,59
29-Sep-20,74,59.9,55
30-Sep-20,60,54.2,51
